Datetime,BC1,BC2,BC3,BC4,BC5,BC6,BC7,BB(%),BCbb,BCff
26.10.2022 00:28,8,16,14,33,-5,2,25,0.0,-0.0,-5.0
26.10.2022 00:29,4,-21,13,0,-3,15,19,0.0,-0.0,-3.0
26.10.2022 00:30,6,-1,18,59,2,-7,-3,0.0,0.0,2.0
26.10.2022 00:31,3,9,8,-6,23,10,4,100.0,23.0,0.0
26.10.2022 00:32,17,35,-7,-10,14,24,12,100.0,14.0,0.0
26.10.2022 00:33,16,19,-1,-10,18,13,19,0.5,0.09,17.91
26.10.2022 00:34,11,1,16,32,9,2,21,0.0,0.0,9.0
26.10.2022 00:35,20,14,7,13,15,19,18,0.0,0.0,15.0
26.10.2022 00:36,8,0,52,47,-3,21,24,0.0,-0.0,-3.0
26.10.2022 00:37,15,39,-6,-21,42,28,-4,0.0,0.0,42.0
26.10.2022 00:38,12,-13,20,28,3,10,50,0.0,0.0,3.0
26.10.2022 00:39,25,43,-16,-11,28,44,10,100.0,28.0,0.0
26.10.2022 00:40,11,-10,37,39,-8,6,-5,96.2,-7.696000000000001,-0.30399999999999977
26.10.2022 00:41,25,38,-6,-13,36,25,33,15.6,5.6160000000000005,30.384000000000004
26.10.2022 00:42,4,-16,31,22,-2,-12,30,0.0,-0.0,-2.0
26.10.2022 00:43,13,9,17,26,13,21,10,0.0,0.0,13.0
26.10.2022 00:44,9,10,23,16,-7,22,33,0.0,-0.0,-7.0
26.10.2022 00:45,17,15,14,16,41,39,6,100.0,41.0,0.0
26.10.2022 00:46,20,39,-21,-34,19,-14,-17,0.0,0.0,19.0
26.10.2022 00:47,15,9,13,30,13,7,31,0.0,0.0,13.0
26.10.2022 00:48,-4,-3,17,35,-10,45,36,0.0,-0.0,-10.0
26.10.2022 00:49,15,-5,34,23,18,21,14,0.0,0.0,18.0
26.10.2022 00:50,19,16,7,16,7,-48,14,17.7,1.2389999999999999,5.760999999999999
26.10.2022 00:51,11,33,-8,-21,15,55,-3,0.0,0.0,15.0
26.10.2022 00:52,16,9,-9,27,45,17,22,0.0,0.0,45.0
26.10.2022 00:53,-1,2,59,20,-23,27,22,0.0,-0.0,-23.0
26.10.2022 00:54,26,3,13,7,13,-6,8,0.0,0.0,13.0
26.10.2022 00:55,1,34,-36,-18,15,9,-1,0.0,0.0,15.0
26.10.2022 00:56,16,-6,10,17,13,-21,9,0.0,0.0,13.0
26.10.2022 00:57,-1,3,39,25,3,41,14,0.0,0.0,3.0
26.10.2022 00:58,12,11,24,8,5,0,19,0.0,0.0,5.0
26.10.2022 00:59,10,7,0,29,8,22,-3,0.0,0.0,8.0
26.10.2022 01:00,24,45,-9,-50,44,4,-9,0.0,0.0,44.0
26.10.2022 01:01,9,0,6,16,-2,47,16,0.0,-0.0,-2.0
26.10.2022 01:02,10,18,14,18,13,-30,31,0.0,0.0,13.0
26.10.2022 01:03,4,-6,43,37,-6,-7,7,0.0,-0.0,-6.0
26.10.2022 01:04,18,32,-26,-32,37,47,-13,0.0,0.0,37.0
26.10.2022 01:05,6,-1,42,38,-13,-16,32,0.0,-0.0,-13.0
26.10.2022 01:06,8,13,-12,-7,35,42,6,100.0,35.0,0.0
26.10.2022 01:07,13,9,20,35,-1,-4,23,0.0,-0.0,-1.0
26.10.2022 01:08,-1,15,-10,-5,16,6,-3,0.0,0.0,16.0
26.10.2022 01:09,10,-21,35,5,-17,12,12,0.0,-0.0,-17.0
26.10.2022 01:10,8,33,-28,-4,17,10,-35,0.0,0.0,17.0
26.10.2022 01:11,6,-3,28,32,3,-1,47,0.0,0.0,3.0
26.10.2022 01:12,16,24,-1,-3,29,22,12,90.6,26.273999999999997,2.7260000000000018
26.10.2022 01:13,9,-18,41,40,-27,-14,45,0.0,-0.0,-27.0
26.10.2022 01:14,18,32,-13,-23,53,43,-41,0.0,0.0,53.0
26.10.2022 01:15,7,-6,29,51,-25,2,41,0.0,-0.0,-25.0
26.10.2022 01:16,4,15,13,-4,20,16,18,0.0,0.0,20.0
26.10.2022 01:17,25,13,32,10,30,4,7,84.5,25.35,4.65
26.10.2022 01:18,4,36,-26,-9,14,8,-11,0.0,0.0,14.0
26.10.2022 01:19,11,1,7,1,4,17,12,0.0,0.0,4.0
26.10.2022 01:20,8,-13,48,58,-4,0,35,0.0,-0.0,-4.0
26.10.2022 01:21,5,35,1,7,13,19,18,90.5,11.765,1.235
26.10.2022 01:22,21,-21,14,14,8,-1,9,0.0,0.0,8.0
26.10.2022 01:23,-1,24,14,1,7,16,9,100.0,7.0,0.0
26.10.2022 01:24,27,-3,3,14,10,13,14,0.0,0.0,10.0
26.10.2022 01:25,9,65,-20,-26,43,23,9,100.0,43.0,0.0
26.10.2022 01:26,11,-22,46,47,-28,25,20,0.0,-0.0,-28.0
26.10.2022 01:27,15,9,0,-8,26,-9,13,0.0,0.0,26.0
26.10.2022 01:28,12,-2,5,28,18,39,10,0.0,0.0,18.0
26.10.2022 01:29,15,39,20,26,19,12,22,75.1,14.268999999999998,4.731000000000001
26.10.2022 01:30,11,7,8,-4,27,4,-9,0.0,0.0,27.0
26.10.2022 01:31,13,20,25,6,-6,27,45,0.0,-0.0,-6.0
26.10.2022 01:32,6,6,-5,8,7,18,-16,0.0,0.0,7.0
26.10.2022 01:33,20,23,8,26,39,-5,17,38.3,14.936999999999998,24.063
26.10.2022 01:34,2,16,-10,-21,0,5,12,36.1,0.0,0.0
26.10.2022 01:35,16,-24,56,62,-5,20,56,0.0,-0.0,-5.0
26.10.2022 01:36,17,59,-31,-27,44,3,-23,0.0,0.0,44.0
26.10.2022 01:37,6,4,15,24,3,50,0,0.0,0.0,3.0
26.10.2022 01:38,8,2,3,4,16,-7,21,0.0,0.0,16.0
26.10.2022 01:39,19,10,30,10,5,10,18,0.0,0.0,5.0
26.10.2022 01:40,8,-11,26,32,-7,16,17,0.0,-0.0,-7.0
26.10.2022 01:41,16,41,-15,-2,13,14,-4,0.0,0.0,13.0
26.10.2022 01:42,7,12,28,39,19,-5,25,0.0,0.0,19.0
26.10.2022 01:43,13,-17,31,19,3,18,33,0.0,0.0,3.0
26.10.2022 01:44,16,26,-2,-31,43,29,-6,0.0,0.0,43.0
26.10.2022 01:45,11,26,1,7,7,7,-1,0.0,0.0,7.0
26.10.2022 01:46,15,-16,42,33,-20,8,32,0.0,-0.0,-20.0
26.10.2022 01:47,8,30,-20,8,36,17,19,53.8,19.368,16.632
26.10.2022 01:48,21,6,6,-3,29,21,24,0.0,0.0,29.0
26.10.2022 01:49,7,37,13,11,1,15,1,100.0,1.0,0.0
26.10.2022 01:50,12,-9,26,30,-22,12,43,0.0,-0.0,-22.0
26.10.2022 01:51,-1,-17,20,29,17,-21,-30,0.0,0.0,17.0
26.10.2022 01:52,22,13,15,8,14,56,20,0.0,0.0,14.0
26.10.2022 01:53,9,8,6,4,9,-28,17,0.0,0.0,9.0
26.10.2022 01:54,17,40,0,-1,22,38,10,100.0,22.0,0.0
26.10.2022 01:55,4,-14,33,23,-8,5,21,0.0,-0.0,-8.0
26.10.2022 01:56,20,26,3,15,33,25,2,100.0,33.0,0.0
26.10.2022 01:57,10,11,-5,-15,2,12,9,27.0,0.54,1.46
26.10.2022 01:58,20,21,5,12,27,1,10,99.7,26.919,0.08099999999999923
26.10.2022 01:59,-4,5,2,21,-1,15,-7,0.0,-0.0,-1.0
26.10.2022 02:00,-2,6,0,7,15,6,6,0.6,0.09,14.910000000000002
26.10.2022 02:01,18,-1,31,6,-21,13,52,0.0,-0.0,-21.0
26.10.2022 02:02,12,12,-26,-9,38,-7,-37,0.0,0.0,38.0
26.10.2022 02:03,16,26,12,-2,16,28,23,13.4,2.144,13.856
26.10.2022 02:04,-6,-4,15,24,8,-6,0,0.0,0.0,8.0
26.10.2022 02:05,-3,7,0,-7,-6,15,12,0.0,-0.0,-6.0
26.10.2022 02:06,14,6,10,3,-2,3,-5,0.0,-0.0,-2.0
26.10.2022 02:07,-4,2,1,17,11,-6,-11,0.0,0.0,11.0
26.10.2022 02:08,-7,-6,-1,-12,-7,-17,0,100.0,-7.0,-0.0
26.10.2022 02:09,-5,-31,13,39,-17,-16,20,0.0,-0.0,-17.0
26.10.2022 02:10,-9,1,-2,-33,5,-5,-17,0.0,0.0,5.0
26.10.2022 02:11,3,5,-19,-1,-19,23,3,64.8,-12.312000000000001,-6.688000000000001
26.10.2022 02:12,-3,7,5,4,20,-27,-18,0.0,0.0,20.0
26.10.2022 02:13,2,2,-5,-18,-21,-6,-22,0.0,-0.0,-21.0
26.10.2022 02:14,0,-6,-16,2,14,-9,-14,0.0,0.0,14.0
26.10.2022 02:15,-11,8,-5,3,-5,1,-2,0.0,-0.0,-5.0
26.10.2022 02:16,-7,-22,36,27,-36,-35,10,0.0,-0.0,-36.0
26.10.2022 02:17,-1,-3,10,3,-4,16,6,0.0,-0.0,-4.0
26.10.2022 02:18,8,29,-44,-6,15,-5,-32,0.0,0.0,15.0
26.10.2022 02:19,-4,3,-2,-10,15,7,-2,0.0,0.0,15.0
26.10.2022 02:20,-3,-21,31,24,-19,-21,11,0.0,-0.0,-19.0
26.10.2022 02:21,-7,-2,26,-8,-9,7,16,0.0,-0.0,-9.0
26.10.2022 02:22,0,0,-17,3,-8,-9,-13,0.0,-0.0,-8.0
26.10.2022 02:23,5,18,-40,-30,44,23,15,19.4,8.536,35.464
26.10.2022 02:24,11,-7,46,9,-23,-7,-28,0.0,-0.0,-23.0
26.10.2022 02:25,-14,-3,-3,8,7,-7,-4,0.0,0.0,7.0
26.10.2022 02:26,0,33,-31,-16,-4,7,-4,0.0,-0.0,-4.0
26.10.2022 02:27,2,0,-2,-6,6,-17,5,0.0,0.0,6.0
26.10.2022 02:28,-4,-37,31,16,-19,-4,1,0.0,-0.0,-19.0
26.10.2022 02:29,-4,11,-11,-14,-11,3,-12,0.0,-0.0,-11.0
26.10.2022 02:30,5,18,-13,-10,26,-10,-51,0.0,0.0,26.0
26.10.2022 02:31,9,-1,-13,-8,-13,0,31,0.0,-0.0,-13.0
26.10.2022 02:32,-15,-27,41,20,-22,1,-7,100.0,-22.0,-0.0
26.10.2022 02:33,5,2,0,1,2,-13,18,0.0,0.0,2.0
26.10.2022 02:34,3,17,-11,0,0,-1,-1,0.0,0.0,0.0
26.10.2022 02:35,13,-8,22,16,-11,19,28,0.0,-0.0,-11.0
26.10.2022 02:36,-10,24,-38,-17,48,4,-27,0.0,0.0,48.0
26.10.2022 02:37,1,7,8,-15,3,-6,26,0.0,0.0,3.0
26.10.2022 02:38,-1,-28,25,34,-27,-17,-8,100.0,-27.0,-0.0
26.10.2022 02:39,13,29,-16,-29,20,23,22,28.8,5.76,14.240000000000002
26.10.2022 02:40,5,-8,-4,-3,8,3,-42,0.0,0.0,8.0
26.10.2022 02:41,-12,-19,24,25,-20,-20,7,0.0,-0.0,-20.0
26.10.2022 02:42,10,19,-31,-42,21,-16,-15,0.0,0.0,21.0
26.10.2022 02:43,-16,7,-5,7,-9,31,-15,0.0,-0.0,-9.0
26.10.2022 02:44,-2,-11,33,21,-19,-2,7,0.0,-0.0,-19.0
26.10.2022 02:45,16,-7,-8,-7,16,-16,-1,100.0,16.0,0.0
26.10.2022 02:46,7,20,-4,15,-9,12,43,0.0,-0.0,-9.0
26.10.2022 02:47,-6,-2,17,-7,-5,-6,-9,0.0,-0.0,-5.0
26.10.2022 02:48,16,-7,-3,32,18,24,4,0.0,0.0,18.0
26.10.2022 02:49,12,19,4,-43,26,0,-16,0.0,0.0,26.0
26.10.2022 02:50,-22,-16,10,4,-14,-48,-3,100.0,-14.0,-0.0
26.10.2022 02:51,2,5,-7,17,-40,-10,-11,0.0,-0.0,-40.0
26.10.2022 02:52,-11,-2,-18,-35,14,-2,-31,0.0,0.0,14.0
26.10.2022 02:53,-16,-15,22,32,-17,2,-3,100.0,-17.0,-0.0
26.10.2022 02:54,1,27,-1,1,1,-7,11,100.0,1.0,0.0
26.10.2022 02:55,7,-7,-2,0,1,-9,-39,0.0,0.0,1.0
26.10.2022 02:56,1,-14,-25,10,11,7,39,0.0,0.0,11.0
26.10.2022 02:57,1,35,-10,-29,-7,-8,-39,0.0,-0.0,-7.0
26.10.2022 02:58,7,-10,13,4,11,28,12,0.0,0.0,11.0
26.10.2022 02:59,7,-6,-5,-11,-18,-19,-19,0.0,-0.0,-18.0
26.10.2022 03:00,-2,-25,31,38,-26,6,55,0.0,-0.0,-26.0
26.10.2022 03:01,5,35,-31,-24,43,-8,-33,0.0,0.0,43.0
26.10.2022 03:02,9,19,17,22,2,14,-15,0.0,0.0,2.0
26.10.2022 03:03,5,-31,38,33,-4,1,38,0.0,-0.0,-4.0
26.10.2022 03:04,13,39,-34,-9,29,8,0,100.0,29.0,0.0
26.10.2022 03:05,2,-38,42,49,-12,11,29,0.0,-0.0,-12.0
26.10.2022 03:06,16,20,-1,-9,-3,-11,-3,0.0,-0.0,-3.0
26.10.2022 03:07,-2,4,7,8,5,33,11,0.0,0.0,5.0
26.10.2022 03:08,11,27,-2,-46,31,-2,12,100.0,31.0,0.0
26.10.2022 03:09,7,-12,9,34,-12,-14,1,0.0,-0.0,-12.0
26.10.2022 03:10,-5,-7,4,3,-13,5,-11,0.0,-0.0,-13.0
26.10.2022 03:11,12,3,-1,9,10,18,-2,0.0,0.0,10.0
26.10.2022 03:12,5,1,7,1,3,-16,28,0.0,0.0,3.0
26.10.2022 03:13,14,34,-21,-29,24,43,-6,0.0,0.0,24.0
26.10.2022 03:14,1,0,1,-4,0,-35,-7,0.0,0.0,0.0
26.10.2022 03:15,16,23,11,12,20,50,8,100.0,20.0,0.0
26.10.2022 03:16,0,-33,47,44,-25,-17,31,0.0,-0.0,-25.0
26.10.2022 03:17,18,46,-34,-10,32,16,-27,0.0,0.0,32.0
26.10.2022 03:18,4,-17,60,27,-1,2,48,0.0,-0.0,-1.0
26.10.2022 03:19,10,3,-21,7,-5,-14,1,100.0,-5.0,-0.0
26.10.2022 03:20,18,3,24,24,21,44,15,0.0,0.0,21.0
26.10.2022 03:21,11,27,-21,-22,21,8,-19,0.0,0.0,21.0
26.10.2022 03:22,11,21,-4,19,14,5,14,49.3,6.901999999999999,7.098
26.10.2022 03:23,9,7,6,-11,8,3,8,0.0,0.0,8.0
26.10.2022 03:24,-6,-29,39,44,-12,6,25,0.0,-0.0,-12.0
26.10.2022 03:25,15,28,-18,-28,11,16,-2,0.0,0.0,11.0
26.10.2022 03:26,4,9,-5,-7,-5,-16,4,100.0,-5.0,-0.0
26.10.2022 03:27,18,1,9,24,22,16,5,0.0,0.0,22.0
26.10.2022 03:28,-7,-20,10,9,-2,-10,1,0.0,-0.0,-2.0
26.10.2022 03:29,2,12,9,-15,-21,2,-2,0.0,-0.0,-21.0
26.10.2022 03:30,-9,-21,8,8,-12,5,-10,100.0,-12.0,-0.0
26.10.2022 03:31,-3,26,-8,-22,9,6,-8,0.0,0.0,9.0
26.10.2022 03:32,-9,-7,-6,-3,-10,-28,-28,0.0,-0.0,-10.0
26.10.2022 03:33,5,-25,1,34,-24,5,30,0.0,-0.0,-24.0
26.10.2022 03:34,-1,3,11,-34,19,-14,-22,0.0,0.0,19.0
26.10.2022 03:35,6,34,-39,-7,9,-10,-44,0.0,0.0,9.0
26.10.2022 03:36,-9,-38,33,29,-28,-13,33,0.0,-0.0,-28.0
26.10.2022 03:37,0,3,-4,-3,-8,-4,11,0.0,-0.0,-8.0
26.10.2022 03:38,-3,-10,0,-21,4,10,-17,0.0,0.0,4.0
26.10.2022 03:39,1,22,-18,-11,11,-3,-3,0.0,0.0,11.0
26.10.2022 03:40,7,-6,18,16,-3,-19,12,0.0,-0.0,-3.0
26.10.2022 03:41,2,18,-27,-27,15,9,-29,0.0,0.0,15.0
26.10.2022 03:42,5,-14,20,26,-3,-13,-7,99.6,-2.9879999999999995,-0.01200000000000017
26.10.2022 03:43,-9,-9,13,-2,-25,8,29,0.0,-0.0,-25.0
26.10.2022 03:44,6,-10,-5,13,-18,-14,-13,0.0,-0.0,-18.0
26.10.2022 03:45,-6,23,-25,-21,26,-5,-11,0.0,0.0,26.0
26.10.2022 03:46,2,15,-7,-20,14,16,-14,0.0,0.0,14.0
26.10.2022 03:47,-4,-5,-21,-6,-3,-21,-15,0.0,-0.0,-3.0
26.10.2022 03:48,-1,-43,38,32,-42,-17,20,0.0,-0.0,-42.0
26.10.2022 03:49,-8,22,14,-17,19,30,-16,0.0,0.0,19.0
26.10.2022 03:50,-1,-11,-7,17,-11,-33,1,0.0,-0.0,-11.0
26.10.2022 03:51,3,17,-18,-45,9,13,-9,0.0,0.0,9.0
26.10.2022 03:52,3,8,-7,-1,7,-8,-26,0.0,0.0,7.0
26.10.2022 03:53,4,-10,19,45,-30,-27,11,0.0,-0.0,-30.0
26.10.2022 03:54,-4,-9,-3,-32,-1,16,-1,100.0,-1.0,-0.0
26.10.2022 03:55,8,14,-27,-12,36,-2,-27,0.0,0.0,36.0
26.10.2022 03:56,-22,-33,30,30,-38,-15,11,0.0,-0.0,-38.0
26.10.2022 03:57,10,14,-3,-2,-12,3,-7,0.0,-0.0,-12.0
26.10.2022 03:58,10,23,-31,-32,29,-4,-12,0.0,0.0,29.0
26.10.2022 03:59,-12,-20,21,25,-23,-29,-8,100.0,-23.0,-0.0
26.10.2022 04:00,-12,-4,3,-14,-1,-15,7,0.0,-0.0,-1.0
26.10.2022 04:01,2,7,-7,-10,-16,10,2,100.0,-16.0,-0.0
26.10.2022 04:02,5,10,-7,-18,22,-6,-30,0.0,0.0,22.0
26.10.2022 04:03,-7,-11,9,7,-14,12,-22,0.0,-0.0,-14.0
26.10.2022 04:04,11,4,-25,8,17,-1,7,0.0,0.0,17.0
26.10.2022 04:05,-7,15,15,-4,6,-16,-6,0.0,0.0,6.0
26.10.2022 04:06,10,-29,11,28,-36,-18,42,0.0,-0.0,-36.0
26.10.2022 04:07,-21,-11,2,-7,-13,-25,-46,0.0,-0.0,-13.0
26.10.2022 04:08,-8,16,-41,-29,-1,-25,-37,0.0,-0.0,-1.0
26.10.2022 04:09,-10,-19,30,17,-21,-2,1,0.0,-0.0,-21.0
26.10.2022 04:10,16,37,-34,-25,35,7,-9,0.0,0.0,35.0
26.10.2022 04:11,1,-5,14,-18,-16,16,10,0.0,-0.0,-16.0
26.10.2022 04:12,-8,-31,19,24,5,-31,-9,100.0,5.0,0.0
26.10.2022 04:13,6,20,-44,-24,-4,15,-38,0.0,-0.0,-4.0
26.10.2022 04:14,-23,0,24,16,-31,-13,8,0.0,-0.0,-31.0
26.10.2022 04:15,5,-26,16,35,-3,-44,8,0.0,-0.0,-3.0
26.10.2022 04:16,15,3,10,-4,2,25,29,0.0,0.0,2.0
26.10.2022 04:17,15,23,-40,-23,10,17,-14,0.0,0.0,10.0
26.10.2022 04:18,-2,12,9,-15,18,2,-3,0.0,0.0,18.0
26.10.2022 04:19,4,-3,24,12,12,7,-6,0.0,0.0,12.0
26.10.2022 04:20,4,-14,10,22,-4,-4,28,0.0,-0.0,-4.0
26.10.2022 04:21,29,38,-9,-13,24,20,12,100.0,24.0,0.0
26.10.2022 04:22,9,20,-1,12,2,37,17,18.8,0.376,1.624
26.10.2022 04:23,9,-20,24,28,-9,19,2,0.0,-0.0,-9.0
26.10.2022 04:24,6,-5,30,1,23,-11,34,0.0,0.0,23.0
26.10.2022 04:25,8,-2,-15,36,-11,1,5,0.0,-0.0,-11.0
26.10.2022 04:26,9,41,-8,-16,26,4,-16,0.0,0.0,26.0
26.10.2022 04:27,16,-8,32,3,12,9,21,0.0,0.0,12.0
26.10.2022 04:28,4,21,-32,-6,5,20,-6,0.0,0.0,5.0
26.10.2022 04:29,10,-7,15,-6,-1,10,19,0.0,-0.0,-1.0
26.10.2022 04:30,8,7,-2,28,1,7,5,33.1,0.331,0.669
26.10.2022 04:31,6,-3,12,-7,-17,-25,-10,0.0,-0.0,-17.0
26.10.2022 04:32,-2,-7,-14,-4,33,-5,-29,0.0,0.0,33.0
26.10.2022 04:33,-5,-2,9,-18,-20,-19,16,0.0,-0.0,-20.0
26.10.2022 04:34,-3,-4,11,23,-19,-13,-32,0.0,-0.0,-19.0
26.10.2022 04:35,-4,-5,2,-10,-8,-26,-27,0.0,-0.0,-8.0
26.10.2022 04:36,5,-1,2,19,-11,-8,10,0.0,-0.0,-11.0
26.10.2022 04:37,7,-5,27,16,-9,1,-6,0.0,-0.0,-9.0
26.10.2022 04:38,9,42,-37,-38,21,-6,-2,0.0,0.0,21.0
26.10.2022 04:39,18,4,26,27,-2,38,31,0.0,-0.0,-2.0
26.10.2022 04:40,4,2,-9,-23,7,-9,-25,0.0,0.0,7.0
26.10.2022 04:41,13,2,22,38,0,5,30,0.0,0.0,0.0
26.10.2022 04:42,6,13,-23,-26,26,12,-12,0.0,0.0,26.0
26.10.2022 04:43,1,15,-2,-22,-7,-19,7,100.0,-7.0,-0.0
26.10.2022 04:44,-6,-31,22,38,-22,-21,-26,22.0,-4.84,-17.16
26.10.2022 04:45,8,0,12,-3,6,31,19,0.0,0.0,6.0
26.10.2022 04:46,14,12,8,1,4,-17,8,56.9,2.276,1.724
26.10.2022 04:47,3,1,-4,9,-5,-12,-32,0.0,-0.0,-5.0
26.10.2022 04:48,-2,7,-9,-3,13,23,33,0.0,0.0,13.0
26.10.2022 04:49,6,25,0,-11,15,6,-20,0.0,0.0,15.0
26.10.2022 04:50,5,-27,30,51,-15,19,35,0.0,-0.0,-15.0
26.10.2022 04:51,21,6,15,2,7,-9,16,0.0,0.0,7.0
26.10.2022 04:52,7,49,-25,-11,40,17,-3,0.0,0.0,40.0
26.10.2022 04:53,8,-19,11,-3,-19,-11,-5,100.0,-19.0,-0.0
26.10.2022 04:54,0,21,-22,-19,3,-4,-27,0.0,0.0,3.0
26.10.2022 04:55,1,-17,2,28,-6,-18,10,0.0,-0.0,-6.0
26.10.2022 04:56,-5,4,34,0,-16,-12,-23,0.0,-0.0,-16.0
26.10.2022 04:57,3,10,-29,-19,23,3,-11,0.0,0.0,23.0
26.10.2022 04:58,-8,-19,23,33,-46,-16,3,0.0,-0.0,-46.0
26.10.2022 04:59,16,36,-24,-40,34,3,-4,0.0,0.0,34.0
26.10.2022 05:00,5,-4,13,-2,-4,-4,-6,0.0,-0.0,-4.0
26.10.2022 05:01,5,5,6,16,-6,-14,-24,0.0,-0.0,-6.0
26.10.2022 05:02,-4,1,-19,-22,-10,-5,12,0.0,-0.0,-10.0
26.10.2022 05:03,12,6,11,8,18,21,-3,0.0,0.0,18.0
26.10.2022 05:04,0,0,0,0,0,0,0,0.0,0.0,0.0
26.10.2022 05:05,0,0,0,0,0,0,0,0.0,0.0,0.0
26.10.2022 15:58,0,0,0,0,0,0,0,0.0,0.0,0.0
26.10.2022 15:59,0,0,0,0,0,0,0,0.0,0.0,0.0
26.10.2022 16:00,0,0,0,0,0,0,0,0.0,0.0,0.0
26.10.2022 16:01,0,0,0,0,0,0,0,0.0,0.0,0.0
26.10.2022 16:02,0,0,0,0,0,0,0,0.0,0.0,0.0
26.10.2022 16:03,16501,19286,20250,21663,22963,26713,28780,0.0,0.0,22963.0
26.10.2022 16:04,432,144,144,159,184,53,165,0.0,0.0,184.0
26.10.2022 16:05,382,129,144,97,155,46,138,0.0,0.0,155.0
26.10.2022 16:06,356,142,133,134,148,114,144,0.0,0.0,148.0
26.10.2022 16:07,332,134,128,110,147,64,161,0.0,0.0,147.0
26.10.2022 16:08,334,135,139,136,153,72,152,0.0,0.0,153.0
26.10.2022 16:09,299,119,127,108,136,75,86,38.6,52.496,83.504
26.10.2022 16:10,325,134,149,91,128,102,122,10.0,12.8,115.2
26.10.2022 16:11,340,140,150,136,186,117,211,0.0,0.0,186.0
26.10.2022 16:12,290,131,111,116,142,86,134,0.0,0.0,142.0
26.10.2022 16:13,276,113,116,95,116,19,70,59.6,69.13600000000001,46.864
26.10.2022 16:14,298,144,142,113,136,100,174,0.0,0.0,136.0
26.10.2022 16:15,266,97,105,76,119,68,67,42.7,50.813,68.187
26.10.2022 16:16,266,109,135,103,125,79,125,0.0,0.0,125.0
26.10.2022 16:17,283,137,129,114,140,97,133,3.0,4.2,135.79999999999998
26.10.2022 16:18,263,121,117,108,117,94,139,0.0,0.0,117.0
26.10.2022 16:19,313,159,163,166,202,165,218,0.0,0.0,202.0
26.10.2022 16:20,228,94,112,72,109,47,73,29.0,31.61,77.39
26.10.2022 16:21,214,107,104,90,107,61,77,39.0,41.73,65.27
26.10.2022 16:22,246,115,120,94,105,56,106,7.9,8.295,96.705
26.10.2022 16:23,236,132,108,102,140,109,150,0.0,0.0,140.0
26.10.2022 16:24,244,108,137,112,121,107,123,0.0,0.0,121.0
26.10.2022 16:25,194,99,92,91,101,62,104,0.0,0.0,101.0
26.10.2022 16:26,279,143,150,149,168,160,203,0.0,0.0,168.0
26.10.2022 16:27,263,172,183,177,223,113,152,12.9,28.767000000000003,194.233
26.10.2022 16:28,211,108,99,76,76,99,78,38.2,29.032000000000004,46.967999999999996
26.10.2022 16:29,199,104,99,117,113,41,123,0.0,0.0,113.0
26.10.2022 16:30,224,128,131,89,130,123,141,0.0,0.0,130.0
26.10.2022 16:31,190,119,123,95,99,90,111,7.5,7.425,91.575
26.10.2022 16:32,203,107,112,126,151,106,144,0.0,0.0,151.0
